% Filename : LM_Channel_2000_RSTE_vv_prof.dat 
% 
% Description : Terms in Reynolds stress transport equation for v'v'
% 
% Total number of data points  : 384
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 4096 
%  Grid (wall-normal)      ny = 768 
%  Grid (spanwise)         nz = 3072 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 2.30000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.58794e-02 
%  Re_tau              Re_tau = 1994.756 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 7/21/2015.
% 
% 
% 
% Remark: (u_i=v, u_j=v)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_2000_RSTE_vv_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** Analytic values of Production are zero everywhere. These are reported here only for completeness of data with other quantities. 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.151339234272487e-17    5.166563747419173e-12   -2.611153766007486e-19    9.698288073768240e-15    6.424511019979917e-36    5.176273287769907e-12
    1.217311652923492e-06    2.428240184538776e-03    0.000000000000000e+00   -8.436839677190135e-18    1.241102603560354e-08   -1.243804984717419e-04    1.243763628514033e-04    8.274448409158298e-09    9.572794295392810e-13
    6.086537518545931e-06    1.214115953933537e-02    0.000000000000000e+00   -1.527566099775421e-15    3.086540985143298e-07   -6.194981461561326e-04    6.193953955942482e-04    2.059028093797599e-07    7.257226377245151e-13
    1.704221791976046e-05    3.399507290269083e-02    0.000000000000000e+00   -2.612715146511589e-13    2.391910790762243e-06   -1.719539452872493e-03    1.718745081883541e-03    1.597521853427730e-06    1.768711135232441e-11
    3.651878945154508e-05    7.284608820098583e-02    0.000000000000000e+00   -1.139122038661605e-11    1.075878803492715e-05   -3.628023516002636e-03    3.624465881871204e-03    7.201027889005481e-06    1.146232691519257e-10
    6.695054349292739e-05    1.335500236901577e-01    0.000000000000000e+00   -2.232759275564660e-10    3.501322961387833e-05   -6.491961890698895e-03    6.480465223884159e-03    2.351594393300533e-05    3.955902092378050e-10
    1.107715847206148e-04    2.209623252004996e-01    0.000000000000000e+00   -2.557646691071771e-09    9.149852851589374e-05   -1.037200625795026e-02    1.034228463343640e-02    6.177341877494797e-05    9.275803945606046e-10
    1.704157896263991e-04    3.399379833889890e-01    0.000000000000000e+00   -1.979791088619974e-08    2.033035019512635e-04   -1.521399179429933e-02    1.514899946560270e-02    1.382895347200054e-04    1.840623735539912e-09
    2.470994533848581e-04    4.929032108135004e-01    0.000000000000000e+00   -1.105997410330538e-07    3.941294966601518e-04   -2.074733803276598e-02    2.062420449118853e-02    2.708819226228445e-04    3.432718823222995e-09
    3.408212691252688e-04    6.798554005853233e-01    0.000000000000000e+00   -4.670806204446734e-07    6.791547501266117e-04   -2.654918432443799e-02    2.634373300215945e-02    4.732304047991740e-04    5.942428456424953e-09
    4.515796396062921e-04    9.007913665971081e-01    0.000000000000000e+00   -1.565826534759953e-06    1.061038890209006e-03   -3.219785358144869e-02    3.189094532172264e-02    7.525553093479419e-04    9.494600254991194e-09
    5.793726772437280e-04    1.155707343578231e+00    0.000000000000000e+00   -4.332447967147893e-06    1.527470901301216e-03   -3.731314422752877e-02    3.689804462595504e-02    1.108024697932568e-03    1.415382775934483e-08
    7.241982041420458e-04    1.444598987157692e+00    0.000000000000000e+00   -1.018097157760046e-05    2.052051817946118e-03   -4.158957754153729e-02    4.107876196374990e-02    1.531035408291098e-03    1.986029003514696e-08
