% Filename : LM_Channel_1000_vp_prof.dat 
% 
% Description : Covariance of velocity components and pressure
% 
% Total number of data points  : 256
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 2304 
%  Grid (wall-normal)      ny = 512 
%  Grid (spanwise)         nz = 2048 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 5.00000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.00256e-02 
%  Re_tau              Re_tau = 1000.512 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'p'    : Covariance of u and p 
%      v'p'    : Covariance of v and p 
%      w'p'    : Covariance of w and p 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_1000_vp_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'p'                     v'p'                     w'p'           
%----------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00   -2.317199285157640e-18    0.000000000000000e+00    1.677877972601714e-21
    2.764315143122253e-06    2.765729439839074e-03    3.292504392454361e-04   -8.868327320798020e-08    3.789017717866555e-07
    1.382146873540879e-05    1.382854016425900e-02    1.645864304218285e-03   -2.210426586920483e-06    1.894356805239207e-06
    3.869966314673512e-05    3.871946291763557e-02    4.605764868775630e-03   -1.721316820888137e-05    5.302706116766255e-06
    8.292656586705860e-05    8.296899329076779e-02    9.857605112483077e-03   -7.809892704763065e-05    1.135307442844142e-05
    1.520290955829839e-04    1.521068776879944e-01    1.802943341481384e-02   -2.576419869997026e-04    2.076578927233170e-05
    2.515332082846378e-04    2.516618993246350e-01    2.969735273211166e-02   -6.866391186337157e-04    3.417477344728221e-05
    3.869636834078483e-04    3.871616642597545e-01    4.532376921663624e-02   -1.567184838000564e-03    5.201067854733853e-05
    5.610795948808311e-04    5.613666580367414e-01    6.485168360213713e-02   -3.145523025192202e-03    7.397579950417793e-05
    7.738742043458258e-04    7.742701388503129e-01    8.764924444475698e-02   -5.657024557016548e-03    9.895741218179368e-05
    1.025339276563786e-03    1.025863867248057e+00    1.127995096126498e-01   -9.300126148987739e-03    1.253946095868362e-04
    1.315465079733014e-03    1.316138106449228e+00    1.391102828859743e-01   -1.420814123534835e-02    1.513956138821324e-04
    1.644240385865192e-03    1.645081622720975e+00    1.651783458910179e-01   -2.043253864222246e-02    1.749863457131836e-04
    2.011652471220593e-03    2.012681685813766e+00    1.895052049455294e-01   -2.793951005660694e-02    1.944616539668277e-04
    2.417687116800127e-03    2.418924069453697e+00    2.106519749055591e-01   -3.661876111187069e-02    2.087759325590897e-04
    2.862328608895792e-03    2.863793051893218e+00    2.274142564014746e-01   -4.630094700211613e-02    2.178717511888400e-04
    3.345559739698523e-03    3.347271416519292e+00    2.389929541945730e-01   -5.677868213790935e-02    2.228110149286458e-04
