% Filename : LM_Channel_1000_RSTE_uv_prof.dat 
% 
% Description : Terms in Reynolds stress transport equation for u'v'
% 
% Total number of data points  : 256
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 2304 
%  Grid (wall-normal)      ny = 512 
%  Grid (spanwise)         nz = 2048 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 5.00000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.00256e-02 
%  Re_tau              Re_tau = 1000.512 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: (u_i=u, u_j=v)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_1000_RSTE_uv_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    7.345118422962351e-15   -1.310896346558503e-10    1.190530439124204e-01   -1.190530439116600e-01    5.408972973730139e-20   -1.303219338541158e-10
    2.764315143122253e-06    2.765729439839074e-03   -9.232743350973526e-15   -2.256204338346382e-14   -1.696967353116437e-05    1.190455847383713e-01   -1.190399292421375e-01   -1.131413884999301e-05   -3.847924000374876e-11
    1.382146873540879e-05    1.382854016425900e-02   -5.750453050827995e-12   -1.129079695931038e-11   -8.503254459937483e-05    1.190127625851739e-01   -1.189844446469043e-01   -5.671432074768162e-05   -3.026233114672579e-10
    3.869966314673512e-05    3.871946291763557e-02   -3.507131021447003e-10   -6.880999066769461e-10   -2.392463111053675e-04    1.189204055319212e-01   -1.188408606388030e-01   -1.597004451398961e-04   -2.011660324213391e-09
    8.292656586705860e-05    8.296899329076779e-02   -7.293380676406487e-09   -1.427677174456849e-08   -5.170138789242432e-04    1.186897927659521e-01   -1.185183678112092e-01   -3.456040814920294e-04   -6.412841762877628e-09
    1.520290955829839e-04    1.521068776879944e-01   -8.064063516330816e-08   -1.572982782348758e-07   -9.599788893295636e-04    1.181552099065910e-01   -1.178381013619072e-01   -6.430961039158587e-04   -1.217964332080740e-08
    2.515332082846378e-04    2.516618993246350e-01   -5.859584872504708e-07   -1.137208479467145e-06   -1.615841343375593e-03    1.170259284720436e-01   -1.164941422036301e-01   -1.085763022000755e-03   -1.521992802296958e-08
    3.869636834078483e-04    3.871616642597545e-01   -3.148132239133798e-06   -6.067158949918711e-06   -2.538713487679774e-03    1.148776424007309e-01   -1.140427346542671e-01   -1.713008043435614e-03   -1.298896945968291e-08
    5.610795948808311e-04    5.613666580367414e-01   -1.319158277047209e-05   -2.518286260219399e-05   -3.765395625055757e-03    1.112494407555634e-01   -1.100008314441062e-01   -2.555159506680744e-03   -1.252290531689182e-09
    7.738742043458258e-04    7.742701388503129e-01   -4.474224017620635e-05   -8.432103977588161e-05   -5.300735613057244e-03    1.057911704089569e-01   -1.039865646157084e-01   -3.625226871882348e-03    3.377212145572531e-08
    1.025339276563786e-03    1.025863867248057e+00   -1.277675465311181e-04   -2.365497182161997e-04   -7.117322471110644e-03    9.833903227919538e-02   -9.577866403313043e-02   -4.921387152766715e-03    1.156629737125714e-07
    1.315465079733014e-03    1.316138106449228e+00   -3.171819547007373e-04   -5.727980797729377e-04   -9.134514254695473e-03    8.899333731327741e-02   -8.538412816586030e-02   -6.415563385071233e-03    2.782433191853700e-07
