y		 			y+				R_uu			R_vv			R_ww			R_uv			R_uw			R_vw			k
0.000000E+00	0.000000E+00	7.800300E-28	5.417900E-29	8.529200E-28	-3.411000E-32	-2.061400E-30	-1.252100E-31	8.435645E-28
7.529800E-05	4.421500E-02	3.206100E-04	5.247400E-10	1.312600E-04	-8.364300E-08	-3.664900E-07	-1.275800E-10	2.259353E-04
3.011800E-04	1.768500E-01	5.113600E-03	1.289400E-07	2.029700E-03	-5.416500E-06	-6.064600E-06	-8.253900E-09	3.571714E-03
6.776200E-04	3.978900E-01	2.578500E-02	3.091300E-06	9.738100E-03	-6.283800E-05	-3.085600E-05	-9.286200E-08	1.776310E-02
1.204500E-03	7.073000E-01	8.109600E-02	2.816800E-05	2.859100E-02	-3.610000E-04	-9.620100E-05	-4.967400E-07	5.485758E-02
1.881900E-03	1.105000E+00	1.968300E-01	1.494500E-04	6.362700E-02	-1.407900E-03	-2.303400E-04	-1.726800E-06	1.303032E-01
2.709500E-03	1.591000E+00	4.048200E-01	5.590300E-04	1.181600E-01	-4.272200E-03	-4.601200E-04	-4.417100E-06	2.617695E-01
3.687400E-03	2.165200E+00	7.397900E-01	1.634200E-03	1.929200E-01	-1.080600E-02	-8.066800E-04	-8.739600E-06	4.671721E-01
4.815300E-03	2.827500E+00	1.232100E+00	3.975000E-03	2.859100E-01	-2.366400E-02	-1.281000E-03	-1.334900E-05	7.609925E-01
6.093000E-03	3.577800E+00	1.895700E+00	8.387100E-03	3.931300E-01	-4.592300E-02	-1.896900E-03	-1.416400E-05	1.148609E+00
7.520500E-03	4.416000E+00	2.715700E+00	1.580800E-02	5.096700E-01	-8.024600E-02	-2.672800E-03	-3.728300E-06	1.620589E+00
9.097400E-03	5.341900E+00	3.642800E+00	2.720100E-02	6.309300E-01	-1.279100E-01	-3.613500E-03	2.765800E-05	2.150466E+00
1.082300E-02	6.355500E+00	4.601400E+00	4.344800E-02	7.533300E-01	-1.881200E-01	-4.643000E-03	8.819600E-05	2.699089E+00
1.269900E-02	7.456500E+00	5.507900E+00	6.526200E-02	8.744900E-01	-2.580500E-01	-5.583700E-03	1.798200E-04	3.223826E+00
1.472200E-02	8.644900E+00	6.291500E+00	9.312700E-02	9.929000E-01	-3.335000E-01	-6.194100E-03	2.954500E-04	3.688764E+00
1.689500E-02	9.920400E+00	6.907300E+00	1.272500E-01	1.107400E+00	-4.099100E-01	-6.249900E-03	4.222300E-04	4.070975E+00
1.921500E-02	1.128300E+01	7.339000E+00	1.675400E-01	1.216600E+00	-4.832500E-01	-5.538400E-03	5.485800E-04	4.361570E+00
2.168300E-02	1.273200E+01	7.594000E+00	2.135700E-01	1.319300E+00	-5.506600E-01	-3.915100E-03	6.687600E-04	4.563435E+00
2.429800E-02	1.426800E+01	7.694300E+00	2.646300E-01	1.414000E+00	-6.104600E-01	-1.406100E-03	7.783500E-04	4.686465E+00
2.706000E-02	1.589000E+01	7.668400E+00	3.197400E-01	1.499700E+00	-6.620600E-01	1.726700E-03	8.742300E-04	4.743920E+00
2.996900E-02	1.759700E+01	7.545600E+00	3.777700E-01	1.575800E+00	-7.056100E-01	5.152000E-03	9.527200E-04	4.749585E+00
3.302400E-02	1.939100E+01	7.352900E+00	4.375200E-01	1.642100E+00	-7.417200E-01	8.662400E-03	1.005200E-03	4.716260E+00
3.622400E-02	2.127000E+01	7.113200E+00	4.977800E-01	1.698600E+00	-7.712100E-01	1.222000E-02	1.016800E-03	4.654790E+00
3.956900E-02	2.323500E+01	6.844800E+00	5.574700E-01	1.746000E+00	-7.949500E-01	1.572200E-02	9.789200E-04	4.574135E+00
4.306000E-02	2.528400E+01	6.561900E+00	6.155600E-01	1.785000E+00	-8.138100E-01	1.890300E-02	9.080600E-04	4.481230E+00
4.669400E-02	2.741800E+01	6.276300E+00	6.712200E-01	1.816700E+00	-8.286300E-01	2.141000E-02	8.405300E-04	4.382110E+00
5.047200E-02	2.963700E+01	5.996600E+00	7.237900E-01	1.841700E+00	-8.401300E-01	2.309200E-02	7.960400E-04	4.281045E+00
5.439300E-02	3.193900E+01	5.728200E+00	7.728100E-01	1.860900E+00	-8.489000E-01	2.393800E-02	7.760400E-04	4.180955E+00
5.845600E-02	3.432500E+01	5.474600E+00	8.179900E-01	1.874600E+00	-8.553700E-01	2.411400E-02	7.617300E-04	4.083595E+00
6.266100E-02	3.679400E+01	5.237600E+00	8.591200E-01	1.883300E+00	-8.599000E-01	2.385900E-02	7.539300E-04	3.990010E+00
6.700700E-02	3.934600E+01	5.018300E+00	8.961200E-01	1.887400E+00	-8.628000E-01	2.340900E-02	7.730200E-04	3.900910E+00
7.149400E-02	4.198100E+01	4.816600E+00	9.290000E-01	1.887300E+00	-8.643400E-01	2.294700E-02	8.343400E-04	3.816450E+00
7.612000E-02	4.469800E+01	4.631800E+00	9.579100E-01	1.883700E+00	-8.646700E-01	2.251100E-02	9.082000E-04	3.736705E+00
8.088600E-02	4.749600E+01	4.462500E+00	9.830300E-01	1.877000E+00	-8.638800E-01	2.198900E-02	9.583100E-04	3.661265E+00
8.579000E-02	5.037600E+01	4.307600E+00	1.004600E+00	1.867700E+00	-8.621500E-01	2.113900E-02	9.882200E-04	3.589950E+00
9.083200E-02	5.333600E+01	4.166200E+00	1.022800E+00	1.856100E+00	-8.596700E-01	1.968300E-02	1.020800E-03	3.522550E+00
9.601100E-02	5.637700E+01	4.037100E+00	1.038000E+00	1.843100E+00	-8.566300E-01	1.770200E-02	1.007400E-03	3.459100E+00
1.013300E-01	5.949800E+01	3.919400E+00	1.050300E+00	1.829000E+00	-8.532300E-01	1.544600E-02	9.114800E-04	3.399350E+00
1.067800E-01	6.269800E+01	3.812500E+00	1.059900E+00	1.814000E+00	-8.496300E-01	1.317900E-02	7.460400E-04	3.343200E+00
1.123600E-01	6.597700E+01	3.715800E+00	1.067100E+00	1.797900E+00	-8.459100E-01	1.123600E-02	5.596900E-04	3.290400E+00
1.180800E-01	6.933500E+01	3.628300E+00	1.072200E+00	1.780300E+00	-8.419500E-01	9.750700E-03	3.807300E-04	3.240400E+00
1.239300E-01	7.277100E+01	3.548600E+00	1.075500E+00	1.761400E+00	-8.376000E-01	8.284700E-03	2.123600E-04	3.192750E+00
1.299100E-01	7.628400E+01	3.475300E+00	1.077300E+00	1.741800E+00	-8.328300E-01	6.802000E-03	4.315900E-05	3.147200E+00
1.360300E-01	7.987400E+01	3.407100E+00	1.077800E+00	1.722400E+00	-8.276600E-01	5.899700E-03	-2.032200E-04	3.103650E+00
1.422700E-01	8.354100E+01	3.343600E+00	1.076900E+00	1.703300E+00	-8.221900E-01	5.736000E-03	-5.131000E-04	3.061900E+00
1.486400E-01	8.728300E+01	3.284500E+00	1.074700E+00	1.684600E+00	-8.164600E-01	5.947400E-03	-7.063300E-04	3.021900E+00
1.551500E-01	9.110100E+01	3.229100E+00	1.071500E+00	1.666000E+00	-8.104300E-01	6.180600E-03	-6.862200E-04	2.983300E+00
1.617800E-01	9.499400E+01	3.177300E+00	1.067300E+00	1.647000E+00	-8.040700E-01	6.473300E-03	-5.752600E-04	2.945800E+00
1.685300E-01	9.896000E+01	3.128700E+00	1.062500E+00	1.628000E+00	-7.974500E-01	6.582100E-03	-3.995100E-04	2.909600E+00
1.754100E-01	1.030000E+02	3.083200E+00	1.056900E+00	1.609000E+00	-7.906700E-01	6.246600E-03	-1.218400E-04	2.874550E+00
1.824200E-01	1.071100E+02	3.040700E+00	1.050900E+00	1.589600E+00	-7.838500E-01	5.810000E-03	1.987400E-04	2.840600E+00
1.895400E-01	1.113000E+02	3.000800E+00	1.044500E+00	1.570300E+00	-7.770500E-01	5.399200E-03	5.752000E-04	2.807800E+00
1.967900E-01	1.155600E+02	2.962600E+00	1.037800E+00	1.551900E+00	-7.701500E-01	4.811600E-03	1.026000E-03	2.776150E+00
2.041600E-01	1.198800E+02	2.925500E+00	1.031100E+00	1.534200E+00	-7.629700E-01	4.235900E-03	1.418400E-03	2.745400E+00
2.116500E-01	1.242800E+02	2.889400E+00	1.024300E+00	1.517000E+00	-7.555400E-01	3.821300E-03	1.744900E-03	2.715350E+00
2.192600E-01	1.287500E+02	2.855000E+00	1.017200E+00	1.500100E+00	-7.480400E-01	3.503500E-03	2.127000E-03	2.686150E+00
2.269900E-01	1.332900E+02	2.821600E+00	1.009800E+00	1.483300E+00	-7.405700E-01	3.652500E-03	2.545300E-03	2.657350E+00
2.348300E-01	1.378900E+02	2.788500E+00	1.002000E+00	1.466300E+00	-7.331100E-01	4.460600E-03	2.852400E-03	2.628400E+00
2.427900E-01	1.425700E+02	2.755300E+00	9.938000E-01	1.448600E+00	-7.255700E-01	5.719000E-03	3.049800E-03	2.598850E+00
2.508600E-01	1.473100E+02	2.721800E+00	9.854100E-01	1.430100E+00	-7.179600E-01	6.914300E-03	3.265900E-03	2.568655E+00
2.590500E-01	1.521100E+02	2.688500E+00	9.768700E-01	1.411700E+00	-7.102600E-01	7.767100E-03	3.492000E-03	2.538535E+00
2.673500E-01	1.569800E+02	2.655400E+00	9.681800E-01	1.393800E+00	-7.024200E-01	8.382200E-03	3.603300E-03	2.508690E+00
2.757500E-01	1.619200E+02	2.622300E+00	9.593600E-01	1.376600E+00	-6.943400E-01	8.889200E-03	3.583200E-03	2.479130E+00
2.842700E-01	1.669200E+02	2.589300E+00	9.504500E-01	1.359500E+00	-6.860000E-01	9.284300E-03	3.487700E-03	2.449625E+00
2.928900E-01	1.719900E+02	2.556800E+00	9.415400E-01	1.341700E+00	-6.775200E-01	9.585500E-03	3.411700E-03	2.420020E+00
3.016200E-01	1.771100E+02	2.524200E+00	9.326000E-01	1.323400E+00	-6.689700E-01	9.706300E-03	3.425600E-03	2.390100E+00
3.104600E-01	1.823000E+02	2.491100E+00	9.236100E-01	1.305200E+00	-6.603400E-01	9.650300E-03	3.548700E-03	2.359955E+00
3.194000E-01	1.875500E+02	2.457700E+00	9.145500E-01	1.287600E+00	-6.516400E-01	9.582400E-03	3.775700E-03	2.329925E+00
3.284400E-01	1.928600E+02	2.424100E+00	9.054200E-01	1.270400E+00	-6.429200E-01	9.735600E-03	4.061200E-03	2.299960E+00
3.375800E-01	1.982300E+02	2.390200E+00	8.962600E-01	1.253200E+00	-6.342100E-01	9.658200E-03	4.352800E-03	2.269830E+00
3.468300E-01	2.036500E+02	2.356200E+00	8.870600E-01	1.235900E+00	-6.254300E-01	8.910000E-03	4.655100E-03	2.239580E+00
3.561700E-01	2.091400E+02	2.322200E+00	8.778200E-01	1.218400E+00	-6.165100E-01	7.502400E-03	4.987000E-03	2.209210E+00
3.656100E-01	2.146800E+02	2.287700E+00	8.685600E-01	1.200500E+00	-6.075000E-01	5.474300E-03	5.301400E-03	2.178380E+00
3.751400E-01	2.202800E+02	2.251900E+00	8.592900E-01	1.181900E+00	-5.984900E-01	3.320800E-03	5.495300E-03	2.146545E+00
3.847700E-01	2.259300E+02	2.214800E+00	8.498600E-01	1.163100E+00	-5.894100E-01	1.854900E-03	5.523600E-03	2.113880E+00
3.944900E-01	2.316400E+02	2.177100E+00	8.401000E-01	1.144500E+00	-5.802100E-01	1.386100E-03	5.458100E-03	2.080850E+00
4.043000E-01	2.374000E+02	2.139300E+00	8.298700E-01	1.126400E+00	-5.709500E-01	1.473000E-03	5.472400E-03	2.047785E+00
4.142000E-01	2.432200E+02	2.101700E+00	8.192200E-01	1.108600E+00	-5.617000E-01	1.838300E-03	5.680500E-03	2.014760E+00
4.241900E-01	2.490800E+02	2.063700E+00	8.083500E-01	1.091200E+00	-5.523900E-01	2.630700E-03	5.976000E-03	1.981625E+00
4.342700E-01	2.550000E+02	2.025200E+00	7.973000E-01	1.074200E+00	-5.429100E-01	4.104400E-03	6.199000E-03	1.948350E+00
4.444300E-01	2.609700E+02	1.986100E+00	7.860400E-01	1.057400E+00	-5.332500E-01	5.972600E-03	6.343900E-03	1.914770E+00
4.546700E-01	2.669800E+02	1.946300E+00	7.746100E-01	1.040400E+00	-5.235100E-01	7.790400E-03	6.471200E-03	1.880655E+00
4.650000E-01	2.730500E+02	1.906200E+00	7.630900E-01	1.023100E+00	-5.136800E-01	9.528800E-03	6.581600E-03	1.846195E+00
4.754100E-01	2.791600E+02	1.865800E+00	7.514600E-01	1.005400E+00	-5.037200E-01	1.114600E-02	6.719600E-03	1.811330E+00
4.859000E-01	2.853200E+02	1.825200E+00	7.396700E-01	9.874300E-01	-4.936900E-01	1.263400E-02	6.859200E-03	1.776150E+00
4.964600E-01	2.915200E+02	1.784800E+00	7.278000E-01	9.694200E-01	-4.836000E-01	1.401900E-02	6.907400E-03	1.741010E+00
5.071000E-01	2.977700E+02	1.744800E+00	7.158500E-01	9.512300E-01	-4.733200E-01	1.504400E-02	6.875000E-03	1.705940E+00
5.178200E-01	3.040600E+02	1.705300E+00	7.038200E-01	9.327300E-01	-4.628600E-01	1.544100E-02	6.813000E-03	1.670925E+00
5.286000E-01	3.103900E+02	1.666100E+00	6.917400E-01	9.141800E-01	-4.523200E-01	1.534100E-02	6.664200E-03	1.636010E+00
5.394600E-01	3.167700E+02	1.626900E+00	6.797300E-01	8.957900E-01	-4.417600E-01	1.494200E-02	6.421900E-03	1.601210E+00
5.503900E-01	3.231900E+02	1.587400E+00	6.678200E-01	8.778800E-01	-4.311200E-01	1.459200E-02	6.184800E-03	1.566550E+00
